"label","labelOO","labelCi"
"Immaginaria. Logiche d’arte in Italia dal 1949 ","Sede di Ministero della cultura","Terni"
"Il Museo Archeologico Nazionale di Taranto riapre al pubblico Da mercoledì 12 maggio ingressi in sicurezza con l’e-ticketing","Sede di Museo archeologico nazionale di Taranto","Taranto"
"Inaugurazione del nuovo allestimento del Museo Archeologico Nazionale ""Mario Torelli"" di Venosa","Sede di Museo archeologico nazionale ""Mario Torelli"", Parco archeologico e Catacombe ebraiche","Venosa"
"IL PALAZZO CHE NON TI ASPETTI. Dal quartiere medievale alla custodia di capolavori","Sede di Ministero della cultura","Forlì"
"Il Manto di Napoleone","Sede di Galleria dell'Accademia di Firenze","Firenze"
"Inaugurata a Villa Guinigi la mostra ""Nuovi studi su Matteo Civitali"" con due opere inedite ""Il Salvator Coronatus"" di Santa Maria Corteorlandini e la ""Madonna con bambino"" di Colle di Compito.","Sede di Museo nazionale di Villa Guinigi","Lucca"
"Il Mediterraneo, scrigno del passato e miniera del futuro  Giovedì 20 maggio alle ore 10,30 al Museo Archeologico Nazionale di Taranto – MArTA","Sede di Museo archeologico nazionale di Taranto","Taranto"
"Impressionisti. Alle origini della modernità","Sede di MAGA - Museo Arte Gallarate","Gallarate"
"Il Messale di San Domenico del Beato Angelico e 12 codici miniati francescani esposti nel nuovo allestimento della Biblioteca di Michelozzo","Sede di Museo di San Marco","Firenze"
"I segreti della Vercelli Medievale","Sede di Direzione Regionale Musei Piemonte","Vercelli"
"Intervallo ETRU_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"Il Teatro greco come avanguardia","Sede di Museo archeologico nazionale di Taranto","Taranto"
"Il Museo Archeologico Nazionale di Taranto vince il Premio Gianluca Spina.","Sede di Museo archeologico nazionale di Taranto","Taranto"
"IL MOSAICO PERDUTO DI CALIGOLA FESTEGGIA IL SUO RITORNO A NEMI","Sede di Museo delle navi romane di Nemi","Nemi"
"IL TEATRO DELLE ACQUE: VILLA D'ESTE DA GIARDINO DEGLI ITALIANI A PATRIMONIO UNIVERSALE","Sede di Villa Adriana e Villa d'Este - Villa d'Este","Tivoli"
"Il Fondo Imbriani della Biblioteca Universitaria di Napoli. I libretti popolari e il carteggio di un ""misantropo napolitano"". Mostra virtuale","Sede di Biblioteca Universitaria di Napoli","Napoli"
"Igor Ebuli Poletti, 100 tesi sul Giappone. Tutte sbagliate Giugno 4 2021 | 17:00 - 18:00","Sede di Biblioteca Universitaria di Pavia","Pavia"
"Il Centenario. Alberto Sordi 1920 - 2020","Sede di Direzione Regionale Musei Lazio","Roma"
"IL SESSANTOTTO NELL'ARCHIVIO DI MARIO CAPANNA","Sede di Soprintendenza Archivistica e Bibliografica dell'Umbria","Perugia"
"Il San Benedetto. Studi dalle cartelle cliniche (1870-1872)","Sede di Archivio di Stato di Pesaro-Urbino","Pesaro"
"Incontri al Museo 2019-20. La festa greca delle Dionisie Rurali e la falloforia su una celebre coppa del Museo Archeologico di Firenze","Sede di Museo archeologico nazionale di Firenze","Firenze"
"Intervallo ETRU_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"In viaggio con Dante. Dante e gli antichi nel Museo Nazionale Etrusco di Chiusi","Sede di Museo nazionale etrusco e necropoli di Chiusi","Chiusi"
"Itinerari nel territorio di Melfi. Cammini di età medievale e moderna","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la Basilicata","Potenza"
"Il cittadino-soldato romano durante le guerre puniche. Esposizione e illustrazione interattiva","Sede di Antiquarium e zona archeologica di Canne della Battaglia","Barletta"
"INTORNO A SIBELIUS concerto gratuito in giardino per la  Festa della Musica","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"Intervallo ETRU_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"Interventi conservativi su reperti con vecchi restauri. Tre casi di studio dalle collezioni del Museo Archeologico Nazionale di Firenze","Sede di Opificio delle Pietre Dure","Firenze"
"Intervista a George Cochrane","Sede di Museo archeologico nazionale dell'Umbria","Perugia"
"Il ruolo dell’acqua nella luxuria romana","Sede di Grotte di Catullo e Museo Archeologico di Sirmione","Sirmione"
"Il ruolo dell’acqua nella luxuria romana_Copia","Sede di Villa Romana e Antiquarium","Desenzano del Garda"
"Il percorso del Coren del Valento","Sede di Parco Nazionale delle Incisioni Rupestri","Capo di Ponte"
"Il commercio librario a Bologna tra xv e xvi secolo","Sede di Archivio di Stato di Bologna","Bologna"
"Il Mausoleo da vicino","Sede di Mausoleo di Teodorico","Ravenna"
"Il trittico dell'ingegno italiano - Dante 1321-2021, Raffaello 1520-2020, Leonardo 1529-2019","Sede di Villa Farnesina","Roma"
"Il mestiere dell'Archeologo: lo scavo di Kainua-Marzabotto dall’800 ad oggi","Sede di Museo nazionale etrusco ""Pompeo Aria"" ed area archeologica di Kainua - Marzabotto","Marzabotto"
"Inaugurazione la nuova pannellistica di supporto alla visita del Santuario italico di Pietrabbondante","Sede di Santuario italico","Pietrabbondante"
"In viaggio col Piccolo Principe: non si vede bene che con il cuore","Sede di Museo tattile statale Omero","Ancona"
"Il Parco sotto le stelle: archeologia e astronomia a Monte Sannace","Sede di Parco archeologico di Monte Sannace","Gioia del Colle"
"Istituzioni comunali di Gubbio in età medievale","Sede di Archivio di Stato di Perugia","Perugia"
"I Troiani di Sicilia. La terra e le città degli Elimi”","Sede di Area archeologica di Segesta","Erice"
"Il principe in Valigia - Apertura serale con visite guidate alla mostra","Sede di Palazzo Altieri","Oriolo Romano"
"Il Cosmo sul soffitto - Apertura serale con visite guidate a tema","Sede di Villa Giustiniani Odescalchi","Bassano Romano"
"Il Volo di Federico","Sede di Museo archeologico nazionale e Castello di Gioia del Colle","Gioia del Colle"
"Incontri, aperture straordinarie serali e visite tematiche alla Villa medicea di Cerreto Guidi per la Notte dei Musei e non solo","Sede di Villa medicea di Cerreto Guidi e Museo storico della Caccia e del Territorio","Cerreto Guidi"
"Il mondo dei legionari","Sede di Area archeologica di Carsulae","Terni"
"Infernum, Terra, Caleum. Disordine, peccato e verità nell'immaginario medievale - CONCERTO CENTRO GIULIANO DI MUSICA ANTICA","Sede di Museo archeologico nazionale di Aquileia","Aquileia"
"Intervallo ETRU_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"Il giovane Boccioni","Sede di Direzione regionale Musei Lombardia","Milano"
"Il Portale degli amuleti","Sede di Museo archeologico nazionale dell'Umbria","Perugia"
"Isole, dialoghi tra arte e letteratura","Sede di Museo archeologico regionale eoliano ""Luigi Bernabò Brea""","Lipari"
"International Lace day 2021 - Laboratorio dal vivo della lavorazione a tombolo aquilano al Museo Mazionale d'Abruzzo","Sede di MuNDA - Museo nazionale d'Abruzzo","L'Aquila"
"Il mito di Epimeteo e Prometeo. Conferenza della filologa Paola Radici Colace, giovedì 12 dicembre 2019","Sede di MArRC - Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Il forte degli artisti","Sede di Forte San Giovanni","Finale Ligure"
"Insula Sapientiae","Sede di Biblioteca Casanatense","Roma"
"I tramonti alla Casa delle Vestali","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino","Roma"
"Inaugurazione Sala Italo Calvino. La Biblioteca nazionale centrale di Roma ricostruisce il suo laboratorio di scrittura.","Sede di Biblioteca Nazionale Centrale di Roma","Roma"
"I Venerdì del MuCiv - Forma Cultri: Storia e forma dei coltelli a Roma nei secoli XVII-XVIII-XIX ","Sede di Museo delle Civiltà","Roma"
"Incontro tra Dante e Shakespeare","Sede di Istituto Centrale per la Grafica","Roma"
"Il bergamotto di Reggio Calabria e i Bronzi di Riace. Il mito dei miti: Scilla e Cariddi","Sede di Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Il museo che vorrei","Sede di Palazzo Besta","Teglio"
"Il Rossetti a Miramare: sogno nei tramonti di mezza estate","Sede di Museo storico e il Parco del Castello di Miramare","Trieste"
"I venerdì di Ercolano. Campania by Night - Edizione 2021","Sede di Parco archeologico di Ercolano - Area archeologica","Ercolano"
"INGRESSO GRATUITO, DOMENICA 5 GENNAIO 2020","Sede di Gallerie dell'Accademia di Venezia","Venezia"
"IL TEMPO DEI NURAGHI. LA SARDEGNA dal XVIII all''VIII secolo a.C.","Sede di Biblioteca Universitaria di Sassari","Sassari"
"Il bracciale e il Pozzo etrusco ","Sede di Museo archeologico nazionale dell'Umbria","Perugia"
"In su ‘l lito di Chiassi. Tesori danteschi nelle biblioteche e negli archivi di Ravenna","Sede di Biblioteca Classense","Ravenna"
"Il viaggio di Dante. Memorie e smarrimenti","Sede di Biblioteca Universitaria di Pavia","Pavia"
"Isola del Tino: storia di una rinascita","Sede di Villa romana del Varignano","Portovenere"
"Il Viaggio – Dalì incontra Dante","Sede di Direzione regionale Musei Lombardia","Martinengo"
"Invito Conferenza Stampa per la presentazione del volume “Sottotrieste. Visitare la città, ripercorrere la storia”","Sede di Palazzo Economo","Trieste"
"Incontri ""Io vado al Museo""- Cose mai viste o…mai viste così ","Sede di Museo delle Civiltà","Roma"
"Il fuoco purificatore. I Libri proibiti della Biblioteca De Leo","Sede di Direzione Regionale Musei Puglia","Brindisi"
"Il castello di Apice. Mappa del labirinto, mostra di Giancarla Frare","Sede di Biblioteca Vallicelliana","Roma"
"Italia Mundial 1982","Sede di Area archeologica di Carsulae","Terni"
"Il Concerto","Sede di Palazzo ducale di Gubbio","Gubbio"
"InOutSide","Sede di Il Borgo del Maglio - Museo Il Maglio Averoldi - Casa museo Pietro Malossi","Ome"
"Iper Zanzotto","Sede di Area archeologica di Carsulae","Terni"
"Il Museo Archeologico Nazionale di Taranto tra i vincitori  del bando PAC - Piano per l’Arte Contemporanea del Ministero della Cultura propone il ritorno dell’”età dell’oro” con l’opera dell’artista Federico Gori","Sede di Museo archeologico nazionale di Taranto","Taranto"
"Il Trofeo senza fine al Museo statale di Mileto","Sede di Museo statale di Mileto","Mileto"
"Il Canto della Terra. Orizzonti di Land Art","Sede di Museo archeologico nazionale dell'Umbria","Perugia"
"Il Museo archeologico lametino a TRAME 10 - Festival dei libri sulle mafie","Sede di Museo archeologico lametino","Lamezia Terme"
"Il Rituale del serpente. Animali, simboli e trasformazioni","Sede di Direzione Regionale Musei Emilia Romagna","Bagnacavallo"
"Il MNR si racconta. Alla scoperta della storia e delle opere del Museo con il Direttore Stéphane Verger","Sede di Museo nazionale romano - Terme di Diocleziano","Roma"
"Il MNR si racconta. Alla scoperta della storia e delle opere della Crypta Balbi con il Direttore Stéphane Verger","Sede di Museo nazionale romano - Crypta Balbi","Roma"
"Il Geoportale della Cultura Alimentare per la Regione Puglia","Sede di Istituto Centrale per il Patrimonio Immateriale","Lecce"
"Il filo di Arianna","Sede di Direzione regionale Musei Lombardia","Brescia"
"Il tempo di Leonardo 1452-1519","Sede di Musei Reali - Sale Chiablese","Torino"
"Incontriamoci al Museo di Palazzo Nieddu del Rio","Sede di Museo di Palazzo Nieddu del Rio","Locri"
"Il Cammino degli Eletti","Sede di Biblioteca Nazionale di Cosenza","Cosenza"
"In mostra manoscritti Francescani della Biblioteca Nazionale di Napoli","Sede di Biblioteca Nazionale di Napoli - Vittorio Emanuele III","Napoli"
"Il linguaggio conta. Ascoltare per comunicare.","Sede di Direzione Regionale Musei Puglia","Bari"
"Incontri con la musica","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"Incontri con la Musica - Sergio Lamberto, Riccardo Savinelli, Jacopo Di Tonno – J. S. Bach","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"Il bello ovile. Omaggio a Dante e ad Andrea Zanzotto","Sede di Area archeologica di Carsulae","Terni"
"Itinerario Tematico / Evento solo on site","Sede di Museo della scuola e del libro per l'infanzia","Torino"
"Il First Folio e le nationes","Sede di Biblioteca Universitaria di Padova","Padova"
"Inside Dalí","Sede di Direzione Regionale Musei Toscana","Firenze"
"Il Cielo nella Bibbia. Conferenza al MArRC, in collaborazione con il Planetarium Pythagoras, mercoledì 18 dicembre","Sede di MArRC - Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Incontro-Presentazione / Evento solo on site","Sede di Direzione Regionale Musei Piemonte","Torino"
"Il primo Presepe: la Natività di Arnolfo di Cambio. Conferenza al MArRC dei restauratori, giovedì 19 dicembre","Sede di MArRC - Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Incontro-Presentazione / Evento solo on site","Sede di Castello Miradolo","San Secondo di Pinerolo"
"Inaugurazione mostra “Il senso del sacro tra fragilità e incompiutezza dell’umano” e presentazione del libro “Leonardo. L’eleganza dell’Io”: un’occasione per discutere del sacro nel Rinascimento italiano","Sede di Museo archeologico dell'antica Capua e Mitreo","Santa Maria Capua Vetere"
"incontro-presentazione / Evento solo on site","Sede di Castello Miradolo","San Secondo di Pinerolo"
"Inaugurazione","Sede di Direzione Regionale Musei Piemonte","Cuccaro Monferrato"
"Il Duca e il suo Palazzo","Sede di Direzione Regionale Musei Sardegna","Sassari"
"Il Museo Baroffio in LIS","Sede di Museo Baroffio e del Santuario del Sacro Monte sopra Varese","Varese"
"IL PUGILATORE SEDUTO","Sede di Museo nazionale romano - Palazzo Massimo","Roma"
"ISPIRAMI L'ANIMA - DANTE NELLE CANZONI”   L'influenza di Dante nella canzone e nel rock","Sede di Direzione Regionale Musei Liguria","Savona"
"Incontro/presentazione","Sede di Castello Gamba  di Chatillon","Chatillon"
"In fuga dall’ingiusta pece. Un confronto tra due esuli","Sede di Direzione Regionale Musei Emilia Romagna","Ravenna"
"In fuga dall’ingiusta pece. Un confronto tra due esuli","Sede di Gallerie degli Uffizi – Gli Uffizi","Firenze"
"Invito a casa del cardinale. Alla scoperta della scatola misteriosa","Sede di Casa del Cardinale Bessarione","Roma"
"Il Duo LatinAmericando  a Palazzo Massimo","Sede di Museo nazionale romano - Palazzo Massimo","Roma"
"Irvine Arditti in concerto nel Teatro Farnese per il Festival Traiettorie","Sede di Complesso monumentale della Pilotta - Teatro Farnese","Parma"
"Il restauro delle pitture sulla controfacciata di San Bevignate","Sede di Galleria nazionale dell'Umbria","Perugia"
"Il trittico di Pietro Alemanno e gli autografi del Museo","Sede di Museo delle icone e d’arte sacra","Castignano"
"Il Museo racconta… Filippo Corridoni","Sede di Museo Casa natale ""Filippo Corridoni""","Corridonia"
"Il Volo di Federico. Presentazione installazione Paolo Gep Cucco","Sede di Museo archeologico nazionale e Castello di Gioia del Colle","Gioia del Colle"
"Il Re denaro","Sede di Direzione Regionale Musei Liguria","Genova"
"Il bestiario del Museo. Alla ricerca dell’animaletto perduto","Sede di Direzione Regionale Musei Liguria","Ventimiglia"
"Il significato del mondo animale e loro protezione partendo da una lettera di Giuseppe Garibaldi","Sede di Compendio garibaldino di Caprera","Sassari"
"Il Museo dei Gessi dell’Università di Urbino: …sai perché?","Sede di Direzione Regionale Musei Marche","Urbino"
"Il sabato dell’Archeologia Virtuale","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"Il Direttore racconta. Storie di un sito palafitticolo di 4000 anni fa: il Lucone di Polpenazze","Sede di Civico museo archelogico della Valle Sabbia","Gavardo"
"Incontri con la musica - Tributo ad Ezio Bosso","Sede di Museo nazionale etrusco di Villa Giulia","Roma"
"Inaugurazione gruppo scultoreo e presentazione libro Teatro Curci","Sede di Direzione Regionale Musei Puglia","Barletta"
"IL MILITE IGNOTO NEGLI ARCHIVI DEL MAN DI AQUILEIA","Sede di Museo archeologico nazionale di Aquileia","Aquileia"
"Il pensiero di Giuseppe Garibaldi per la protezione degli animali","Sede di Museo nazionale Memoriale Giuseppe Garibaldi","La Maddalena"
"Il Teatro Aycardi in Finalborgo: apertura straordinaria","Sede di Direzione Regionale Musei Liguria","Finale Ligure"
"Il ritratto misterioso - attività per bambini","Sede di Musei Reali","Torino"
"Incanti d'autunno","Sede di Gallerie Estensi - Galleria estense","Modena"
"Incanti d'autunno","Sede di Gallerie Estensi - Pinacoteca nazionale di Ferrara","Ferrara"
"Incanti d'autunno","Sede di Gallerie Estensi - Museo lapidario estense","Modena"
"Incanti d'autunno","Sede di Gallerie Estensi","Modena"
